9.995939999999999825e-01 1.772299999999999986e-01 1.707270000000000098e-03 1.686140000000000035e-03 -5.322549999999999677e-03 1.406719999999999915e-01 2.484550000000000191e-04 2.453800000000000122e-04 -7.745780000000000503e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.088900000000000009e-06 2.011459999999999881e-05 2.005729999999999853e-05 -2.815109999999999886e-05
1.772299999999999986e-01 9.999820000000000375e-01 1.332929999999999966e-03 1.316429999999999944e-03 -4.155510000000000280e-03 7.827749999999999986e-01 1.081829999999999988e-03 1.068439999999999928e-03 -3.372679999999999862e-03 2.211729999999999859e-03 1.291559999999999930e-02 4.092059999999999795e-03 4.080389999999999712e-03 -5.726959999999999690e-03 4.391980000000000189e-02 3.110189999999999830e-02 3.101320000000000118e-02 -4.352799999999999725e-02
-1.707270000000000098e-03 -1.332929999999999966e-03 9.999759999999999760e-01 -3.470440000000000098e-06 1.095499999999999930e-05 -5.314369999999999468e-04 5.885880000000000001e-01 0.000000000000000000e+00 2.355979999999999845e-06 -3.286920000000000033e-03 -1.834569999999999951e-02 -2.337409999999999835e-03 -5.828980000000000099e-03 8.181159999999999821e-03 -5.433930000000000010e-02 -1.187090000000000020e-02 -3.854269999999999918e-02 5.409599999999999825e-02
-1.686140000000000035e-03 -1.316429999999999944e-03 -3.470440000000000098e-06 9.999759999999999760e-01 1.081940000000000012e-05 -5.248590000000000243e-04 0.000000000000000000e+00 5.885880000000000001e-01 2.326820000000000026e-06 -3.277539999999999794e-03 -1.829340000000000133e-02 -5.828980000000000099e-03 -2.304109999999999839e-03 8.157829999999999596e-03 -5.418429999999999774e-02 -3.854269999999999918e-02 -1.165069999999999995e-02 5.394170000000000215e-02
5.322549999999999677e-03 4.155510000000000280e-03 1.095499999999999930e-05 1.081940000000000012e-05 9.999449999999999728e-01 1.656799999999999939e-03 2.355979999999999845e-06 2.326820000000000026e-06 5.885820000000000496e-01 4.600139999999999958e-03 2.567540000000000100e-02 8.181159999999999821e-03 8.157829999999999596e-03 -7.941540000000000404e-03 7.604950000000000598e-02 5.409599999999999825e-02 5.394170000000000215e-02 -4.892690000000000233e-02
1.406719999999999915e-01 7.827749999999999986e-01 5.314369999999999468e-04 5.248590000000000243e-04 -1.656799999999999939e-03 9.999949999999999672e-01 9.028950000000000213e-04 8.917200000000000343e-04 -2.814849999999999818e-03 8.803149999999999170e-03 4.692799999999999749e-02 4.343160000000000423e-03 4.330780000000000220e-03 -6.078390000000000355e-03 1.254020000000000135e-01 2.844800000000000106e-02 2.836690000000000045e-02 -3.981389999999999929e-02
-2.484550000000000191e-04 -1.081829999999999988e-03 5.885880000000000001e-01 0.000000000000000000e+00 2.355979999999999845e-06 -9.028950000000000213e-04 9.999940000000000495e-01 0.000000000000000000e+00 2.541530000000000127e-06 -8.676289999999999697e-03 -4.565550000000000164e-02 4.564109999999999695e-03 -4.220530000000000115e-03 5.923649999999999922e-03 -1.169049999999999950e-01 3.109839999999999827e-02 -2.644499999999999976e-02 3.711640000000000078e-02
-2.453800000000000122e-04 -1.068439999999999928e-03 0.000000000000000000e+00 5.885880000000000001e-01 2.326820000000000026e-06 -8.917200000000000343e-04 0.000000000000000000e+00 9.999940000000000495e-01 2.510069999999999923e-06 -8.651539999999999231e-03 -4.552529999999999771e-02 -4.220530000000000115e-03 4.588219999999999625e-03 5.906749999999999674e-03 -1.165719999999999951e-01 -2.644499999999999976e-02 3.124949999999999950e-02 3.701059999999999767e-02
7.745780000000000503e-04 3.372679999999999862e-03 2.355979999999999845e-06 2.326820000000000026e-06 5.885820000000000496e-01 2.814849999999999818e-03 2.541530000000000127e-06 2.510069999999999923e-06 9.999869999999999592e-01 1.214269999999999933e-02 6.389630000000000309e-02 5.923649999999999922e-03 5.906749999999999674e-03 5.063770000000000207e-04 1.636130000000000084e-01 3.711640000000000078e-02 3.701059999999999767e-02 5.673440000000000080e-03
0.000000000000000000e+00 2.237910000000000073e-03 -3.325129999999999926e-03 -3.315690000000000043e-03 4.639370000000000299e-03 8.832269999999999704e-03 -8.703189999999999538e-03 -8.678490000000000509e-03 1.214310000000000042e-02 9.992779999999999996e-01 2.147830000000000017e-01 -9.171459999999999335e-03 -9.124389999999999584e-03 6.380989999999999579e-03 1.835789999999999922e-01 -1.171420000000000057e-03 -1.165409999999999970e-03 8.150129999999999571e-04
0.000000000000000000e+00 1.306159999999999960e-02 -1.854930000000000120e-02 -1.849670000000000133e-02 2.588089999999999835e-02 4.708119999999999666e-02 -4.579520000000000118e-02 -4.566520000000000301e-02 6.389549999999999397e-02 2.147830000000000017e-01 9.999310000000000143e-01 -4.089680000000000051e-03 -4.068689999999999807e-03 2.845369999999999844e-03 7.321779999999999955e-01 -3.810930000000000133e-03 -3.791380000000000011e-03 2.651440000000000134e-03
0.000000000000000000e+00 4.137739999999999994e-03 -2.361559999999999961e-03 -5.892930000000000217e-03 8.245489999999999417e-03 4.356470000000000307e-03 4.580790000000000382e-03 -4.232640000000000187e-03 5.922389999999999599e-03 9.171459999999999335e-03 4.089680000000000051e-03 9.998569999999999958e-01 -6.349799999999999412e-05 4.440630000000000206e-05 1.607509999999999929e-03 4.883500000000000063e-01 -8.638500000000000386e-06 6.041199999999999859e-06
0.000000000000000000e+00 4.125990000000000386e-03 -5.892930000000000217e-03 -2.328059999999999852e-03 8.222079999999999667e-03 4.344100000000000045e-03 -4.232640000000000187e-03 4.604849999999999742e-03 5.905569999999999743e-03 9.124389999999999584e-03 4.068689999999999807e-03 -6.349799999999999412e-05 9.998580000000000245e-01 4.417839999999999701e-05 1.599259999999999918e-03 -8.638500000000000386e-06 4.883500000000000063e-01 6.010189999999999795e-06
0.000000000000000000e+00 -5.773160000000000271e-03 8.245489999999999417e-03 8.222079999999999667e-03 -7.956339999999999246e-03 -6.078349999999999725e-03 5.922389999999999599e-03 5.905569999999999743e-03 5.622939999999999666e-04 -6.380989999999999579e-03 -2.845369999999999844e-03 4.440630000000000206e-05 4.417839999999999701e-05 9.998899999999999455e-01 -1.118419999999999961e-03 6.041199999999999859e-06 6.010189999999999795e-06 4.883549999999999836e-01
7.371360000000000012e-06 4.435010000000000341e-02 -5.486280000000000323e-02 -5.470710000000000156e-02 7.654710000000000680e-02 1.257939999999999892e-01 -1.172470000000000040e-01 -1.169140000000000040e-01 1.635880000000000112e-01 1.835789999999999922e-01 7.321779999999999955e-01 -1.607509999999999929e-03 -1.599259999999999918e-03 1.118419999999999961e-03 9.999869999999999592e-01 -3.291619999999999876e-03 -3.274730000000000002e-03 2.290130000000000030e-03
2.091239999999999988e-05 3.139870000000000161e-02 -1.197329999999999922e-02 -3.890829999999999983e-02 5.444120000000000209e-02 2.853110000000000021e-02 3.120670000000000041e-02 -2.651709999999999831e-02 3.710329999999999878e-02 1.171420000000000057e-03 3.810930000000000133e-03 4.883500000000000063e-01 -8.638500000000000386e-06 6.041199999999999859e-06 3.291619999999999876e-03 9.999759999999999760e-01 -1.077930000000000029e-05 7.538329999999999872e-06
