0  4.160399  -54831.801376  -54827.640978
1  4.056805  -54831.689072  -54827.632266
2  3.848611  -54831.466200  -54827.617589
3  3.730769  -54831.346422  -54827.615654
4  3.741265  -54831.365461  -54827.624196
5  3.769123  -54831.399509  -54827.630386
6  3.722907  -54831.351565  -54827.628658
7  3.631029  -54831.250624  -54827.619595
8  3.623209  -54831.235910  -54827.612702
9  3.782765  -54831.403339  -54827.620574
10  3.998630  -54831.634378  -54827.635748
11  4.070866  -54831.709011  -54827.638145
12  3.964334  -54831.590109  -54827.625775
13  3.836666  -54831.453447  -54827.616781
14  3.811930  -54831.432684  -54827.620753
15  3.846855  -54831.475414  -54827.628559
16  3.832063  -54831.463198  -54827.631135
17  3.730769  -54831.356455  -54827.625686
18  3.627007  -54831.242827  -54827.615820
19  3.654007  -54831.268441  -54827.614434
20  3.822688  -54831.449165  -54827.626477
21  3.973034  -54831.609701  -54827.636667
22  3.968664  -54831.600900  -54827.632236
23  3.862183  -54831.483369  -54827.621186
24  3.797097  -54831.415871  -54827.618774
25  3.812754  -54831.437890  -54827.625136
26  3.826812  -54831.457347  -54827.630535
27  3.762332  -54831.391456  -54827.629125
28  3.643895  -54831.264626  -54827.620732
29  3.591228  -54831.205240  -54827.614012
30  3.689625  -54831.309271  -54827.619646
31  3.862910  -54831.494181  -54827.631272
32  3.957950  -54831.591537  -54827.633587
33  3.938977  -54831.564453  -54827.625476
34  3.906457  -54831.526453  -54827.619996
35  3.933599  -54831.557363  -54827.623765
36  3.974022  -54831.603995  -54827.629973
37  3.940456  -54831.571919  -54827.631464
38  3.813996  -54831.439719  -54827.625723
39  3.682255  -54831.298986  -54827.616730
40  3.666500  -54831.282669  -54827.616169
41  3.771587  -54831.397728  -54827.626141
42  3.869418  -54831.501955  -54827.632537
43  3.873422  -54831.501172  -54827.627749
44  3.840761  -54831.461179  -54827.620418
45  3.866048  -54831.487076  -54827.621028
46  3.942815  -54831.570681  -54827.627867
47  3.976939  -54831.609492  -54827.632553
48  3.901067  -54831.531294  -54827.630227
49  3.753522  -54831.374928  -54827.621407
50  3.659104  -54831.274470  -54827.615366
51  3.694878  -54831.316274  -54827.621396
52  3.782702  -54831.414029  -54827.631327
53  3.795382  -54831.426299  -54827.630917
54  3.736022  -54831.357854  -54827.621832
55  3.721142  -54831.338716  -54827.617573
56  3.808056  -54831.431368  -54827.623312
57  3.920389  -54831.551508  -54827.631119
58  3.945556  -54831.578712  -54827.633155
59  3.854531  -54831.481645  -54827.627113
60  3.737196  -54831.355029  -54827.617833
61  3.718262  -54831.335553  -54827.617290
62  3.802353  -54831.429703  -54827.627349
63  3.859874  -54831.493631  -54827.633757
64  3.807179  -54831.435044  -54827.627865
65  3.720285  -54831.338686  -54827.618400
66  3.724249  -54831.342299  -54827.618050
67  3.825714  -54831.452087  -54827.626373
68  3.911313  -54831.544319  -54827.633007
69  3.884768  -54831.516287  -54827.631519
70  3.768462  -54831.391259  -54827.622797
71  3.684070  -54831.300452  -54827.616382
72  3.715232  -54831.336519  -54827.621287
73  3.798394  -54831.429136  -54827.630742
74  3.809885  -54831.441842  -54827.631957
75  3.732261  -54831.356322  -54827.624061
76  3.670786  -54831.288249  -54827.617463
77  3.713901  -54831.334331  -54827.620430
78  3.822370  -54831.451160  -54827.628790
79  3.880637  -54831.513516  -54827.632879
80  3.830852  -54831.459253  -54827.628402
81  3.737200  -54831.356993  -54827.619793
82  3.714874  -54831.333037  -54827.618163
83  3.785300  -54831.411047  -54827.625747
84  3.850334  -54831.482089  -54827.631755
85  3.828245  -54831.457300  -54827.629055
86  3.753990  -54831.375678  -54827.621688
87  3.728915  -54831.347203  -54827.618288
88  3.797902  -54831.421198  -54827.623296
89  3.892543  -54831.523224  -54827.630681
90  3.912265  -54831.543790  -54827.631525
91  3.845880  -54831.470660  -54827.624780
92  3.783606  -54831.402811  -54827.619205
93  3.798732  -54831.421039  -54827.622308
94  3.853402  -54831.482181  -54827.628779
95  3.862068  -54831.492027  -54827.629959
96  3.805559  -54831.431202  -54827.625643
97  3.743576  -54831.364576  -54827.621000
98  3.741515  -54831.362564  -54827.621049
99  3.797624  -54831.423687  -54827.626063
100  3.843485  -54831.473506  -54827.630021
101  3.826348  -54831.454150  -54827.627802
102  3.777202  -54831.399217  -54827.622014
103  3.771364  -54831.392269  -54827.620905
104  3.823929  -54831.449656  -54827.625727
105  3.872993  -54831.502170  -54827.629177
106  3.869695  -54831.497209  -54827.627513
107  3.833590  -54831.457287  -54827.623697
108  3.818192  -54831.440040  -54827.621847
109  3.847703  -54831.472162  -54827.624459
110  3.886181  -54831.514668  -54827.628487
111  3.880708  -54831.509142  -54827.628434
112  3.833932  -54831.457772  -54827.623840
113  3.806068  -54831.427222  -54827.621154
114  3.830752  -54831.455298  -54827.624547
115  3.864868  -54831.493560  -54827.628691
116  3.853036  -54831.480973  -54827.627937
117  3.802520  -54831.426463  -54827.623943
118  3.768072  -54831.389359  -54827.621287
119  3.785695  -54831.408922  -54827.623227
120  3.827109  -54831.455260  -54827.628151
121  3.828840  -54831.458097  -54827.629257
122  3.778742  -54831.403383  -54827.624641
123  3.738836  -54831.359470  -54827.620634
124  3.762106  -54831.385011  -54827.622905
125  3.819832  -54831.447815  -54827.627982
126  3.842818  -54831.472214  -54827.629396
127  3.807641  -54831.433943  -54827.626302
128  3.756139  -54831.378170  -54827.622031
129  3.748855  -54831.369496  -54827.620641
130  3.800316  -54831.425467  -54827.625152
131  3.847828  -54831.478576  -54827.630747
132  3.821879  -54831.450808  -54827.628929
133  3.749710  -54831.371361  -54827.621651
134  3.726619  -54831.346053  -54827.619434
135  3.784048  -54831.408764  -54827.624716
136  3.853333  -54831.483142  -54827.629809
137  3.860904  -54831.490315  -54827.629411
138  3.807926  -54831.432645  -54827.624719
139  3.760691  -54831.380666  -54827.619975
140  3.783065  -54831.403840  -54827.620775
141  3.859426  -54831.487165  -54827.627739
142  3.897971  -54831.529926  -54827.631955
143  3.846733  -54831.473974  -54827.627241
144  3.768710  -54831.389085  -54827.620375
145  3.755326  -54831.376035  -54827.620709
146  3.806999  -54831.433215  -54827.626216
147  3.848881  -54831.478665  -54827.629784
148  3.825915  -54831.454468  -54827.628553
149  3.754185  -54831.377629  -54827.623444
150  3.706535  -54831.325473  -54827.618938
151  3.740281  -54831.361791  -54827.621509
152  3.818530  -54831.447374  -54827.628843
153  3.846886  -54831.477768  -54827.630882
154  3.799453  -54831.424804  -54827.625351
155  3.749169  -54831.369522  -54827.620353
156  3.766044  -54831.387587  -54827.621543
157  3.836355  -54831.462925  -54827.626570
158  3.888475  -54831.518549  -54827.630074
159  3.871396  -54831.499753  -54827.628357
160  3.810189  -54831.432512  -54827.622323
161  3.785566  -54831.404865  -54827.619299
162  3.834499  -54831.458678  -54827.624179
163  3.894516  -54831.524558  -54827.630043
164  3.889000  -54831.518336  -54827.629336
165  3.824722  -54831.449265  -54827.624544
166  3.768676  -54831.390032  -54827.621355
167  3.768862  -54831.391074  -54827.622212
168  3.811714  -54831.438155  -54827.626442
