S0   -106.664490497  
S1   -106.65232647029327  
S2   -106.65232647029327  
S3   -106.61151634443884  
S4   -106.5907346009263  
S5   -106.5907346009263  
S6   -106.59035240794215  
S7   -106.56281246348892  
S8   -106.56281246348892  
