#  State, CI vector, i_occ, j_vir,  |Coeff^2|)    
S1  1.0    6   7  1.0    
S1  0.0    1   7  0.0    
S1  0.0    1   8  0.0    
S1  0.0    1   9  0.0    
S1  0.0    1   10  0.0    
S1  0.0    1   11  0.0    
S1  0.0    1   12  0.0    
S1  0.0    1   13  0.0    
S1  0.0    1   14  0.0    
S1  0.0    1   15  0.0    
S1  0.0    1   16  0.0    
S1  0.0    1   17  0.0    
S1  0.0    1   18  0.0    
S1  0.0    2   7  0.0    
S1  0.0    2   8  0.0    
S1  0.0    2   9  0.0    
S1  0.0    2   10  0.0    
S1  0.0    2   11  0.0    
S1  0.0    2   12  0.0    
S1  0.0    2   13  0.0    
S2  1.0    5   7  1.0    
S2  0.0    1   7  0.0    
S2  0.0    1   8  0.0    
S2  0.0    1   9  0.0    
S2  0.0    1   10  0.0    
S2  0.0    1   11  0.0    
S2  0.0    1   12  0.0    
S2  0.0    1   13  0.0    
S2  0.0    1   14  0.0    
S2  0.0    1   15  0.0    
S2  0.0    1   16  0.0    
S2  0.0    1   17  0.0    
S2  0.0    1   18  0.0    
S2  0.0    2   7  0.0    
S2  0.0    2   8  0.0    
S2  0.0    2   9  0.0    
S2  0.0    2   10  0.0    
S2  0.0    2   11  0.0    
S2  0.0    2   12  0.0    
S2  0.0    2   13  0.0    
S3  0.86791553395815    4   7  0.7532773740858607    
S3  0.35122829179476667    5   8  0.12336131295706976    
S3  0.35122829179476667    6   9  0.12336131295706976    
S3  0.0    1   7  0.0    
S3  0.0    1   8  0.0    
S3  0.0    1   9  0.0    
S3  0.0    1   10  0.0    
S3  0.0    1   11  0.0    
S3  0.0    1   12  0.0    
S3  0.0    1   13  0.0    
S3  0.0    1   14  0.0    
S3  0.0    1   15  0.0    
S3  0.0    1   16  0.0    
S3  0.0    1   17  0.0    
S3  0.0    1   18  0.0    
S3  0.0    2   7  0.0    
S3  0.0    2   8  0.0    
S3  0.0    2   9  0.0    
S3  0.0    2   10  0.0    
S3  0.0    2   11  0.0    
S4  0.7073684224425696    6   8  0.5003700850688896    
S4  0.7068450430830724    5   9  0.4996299149311105    
S4  0.0    1   7  0.0    
S4  0.0    1   8  0.0    
S4  0.0    1   9  0.0    
S4  0.0    1   10  0.0    
S4  0.0    1   11  0.0    
S4  0.0    1   12  0.0    
S4  0.0    1   13  0.0    
S4  0.0    1   14  0.0    
S4  0.0    1   15  0.0    
S4  0.0    1   16  0.0    
S4  0.0    1   17  0.0    
S4  0.0    1   18  0.0    
S4  0.0    2   7  0.0    
S4  0.0    2   8  0.0    
S4  0.0    2   9  0.0    
S4  0.0    2   10  0.0    
S4  0.0    2   11  0.0    
S4  0.0    2   12  0.0    
S5  -0.7071067811865476    5   8  0.5000000000000001    
S5  0.7071067811865476    6   9  0.5000000000000001    
S5  0.0    1   7  0.0    
S5  0.0    1   8  0.0    
S5  0.0    1   9  0.0    
S5  0.0    1   10  0.0    
S5  0.0    1   11  0.0    
S5  0.0    1   12  0.0    
S5  0.0    1   13  0.0    
S5  0.0    1   14  0.0    
S5  0.0    1   15  0.0    
S5  0.0    1   16  0.0    
S5  0.0    1   17  0.0    
S5  0.0    1   18  0.0    
S5  0.0    2   7  0.0    
S5  0.0    2   8  0.0    
S5  0.0    2   9  0.0    
S5  0.0    2   10  0.0    
S5  0.0    2   11  0.0    
S5  0.0    2   12  0.0    
S6  0.7073683753535102    5   9  0.5003700184502644    
S6  -0.7068450902069954    6   8  0.4996299815497354    
S6  0.0    1   7  0.0    
S6  0.0    1   8  0.0    
S6  0.0    1   9  0.0    
S6  0.0    1   10  0.0    
S6  0.0    1   11  0.0    
S6  0.0    1   12  0.0    
S6  0.0    1   13  0.0    
S6  0.0    1   14  0.0    
S6  0.0    1   15  0.0    
S6  0.0    1   16  0.0    
S6  0.0    1   17  0.0    
S6  0.0    1   18  0.0    
S6  0.0    2   7  0.0    
S6  0.0    2   8  0.0    
S6  0.0    2   9  0.0    
S6  0.0    2   10  0.0    
S6  0.0    2   11  0.0    
S6  0.0    2   12  0.0    
S7  0.981755916175454    4   9  0.9638446789455051    
S7  0.19014552599126544    6   10  0.036155321054495    
S7  0.0    1   7  0.0    
S7  0.0    1   8  0.0    
S7  0.0    1   9  0.0    
S7  0.0    1   10  0.0    
S7  0.0    1   11  0.0    
S7  0.0    1   12  0.0    
S7  0.0    1   13  0.0    
S7  0.0    1   14  0.0    
S7  0.0    1   15  0.0    
S7  0.0    1   16  0.0    
S7  0.0    1   17  0.0    
S7  0.0    1   18  0.0    
S7  0.0    2   7  0.0    
S7  0.0    2   8  0.0    
S7  0.0    2   9  0.0    
S7  0.0    2   10  0.0    
S7  0.0    2   11  0.0    
S7  0.0    2   12  0.0    
S8  0.9817638391239135    4   8  0.9638602358113255    
S8  0.19010461380165017    5   10  0.03613976418867456    
S8  0.0    1   7  0.0    
S8  0.0    1   8  0.0    
S8  0.0    1   9  0.0    
S8  0.0    1   10  0.0    
S8  0.0    1   11  0.0    
S8  0.0    1   12  0.0    
S8  0.0    1   13  0.0    
S8  0.0    1   14  0.0    
S8  0.0    1   15  0.0    
S8  0.0    1   16  0.0    
S8  0.0    1   17  0.0    
S8  0.0    1   18  0.0    
S8  0.0    2   7  0.0    
S8  0.0    2   8  0.0    
S8  0.0    2   9  0.0    
S8  0.0    2   10  0.0    
S8  0.0    2   11  0.0    
S8  0.0    2   12  0.0    
